text,Label,text_cleaning,text_casefolding,text_tokenizing,text_normalizing,text_SR,text_stemming
"Sejak pandemi, anak terpaksa bersekolah di rumah alias PJJ (Pembelajaran Jarak Jauh). 

Ayo ber-BINCANG SERU dengan @utiauthor bertajuk Jurus Super Hadapi Anak PJJ (untuk orangtua dan guru) via Zoom. 

📲Daftar sekarang juga di link berikut:
https://t.co/t7A80dAIKG https://t.co/sa3p7bKkcN",Positif,Sejak pandemi anak terpaksa bersekolah di rumah alias PJJ Pembelajaran Jarak Jauh Ayo berBINCANG SERU dengan bertajuk Jurus Super Hadapi Anak PJJ untuk orangtua dan guru via Zoom Daftar sekarang juga di link berikut,sejak pandemi anak terpaksa bersekolah di rumah alias pjj pembelajaran jarak jauh ayo berbincang seru dengan bertajuk jurus super hadapi anak pjj untuk orangtua dan guru via zoom daftar sekarang juga di link berikut,"['sejak', 'pandemi', 'anak', 'terpaksa', 'bersekolah', 'di', 'rumah', 'alias', 'pjj', 'pembelajaran', 'jarak', 'jauh', 'ayo', 'berbincang', 'seru', 'dengan', 'bertajuk', 'jurus', 'super', 'hadapi', 'anak', 'pjj', 'untuk', 'orangtua', 'dan', 'guru', 'via', 'zoom', 'daftar', 'sekarang', 'juga', 'di', 'link', 'berikut']","['sejak', 'pandemi', 'anak', 'terpaksa', 'bersekolah', 'di', 'rumah', 'alias', 'pjj', 'pembelajaran', 'jarak', 'jauh', 'ayo', 'berbincang', 'seru', 'dengan', 'bertajuk', 'jurus', 'super', 'hadapi', 'anak', 'pjj', 'untuk', 'orangtua', 'dan', 'guru', 'via', 'zoom', 'daftar', 'sekarang', 'juga', 'di', 'link', 'berikut']","['pandemi', 'anak', 'terpaksa', 'bersekolah', 'rumah', 'alias', 'pjj', 'pembelajaran', 'jarak', 'ayo', 'berbincang', 'seru', 'bertajuk', 'jurus', 'super', 'hadapi', 'anak', 'pjj', 'orangtua', 'guru', 'via', 'zoom', 'daftar', 'link']",pandemi anak paksa sekolah rumah alias pjj ajar jarak ayo bincang seru tajuk jurus super hadap anak pjj orangtua guru via zoom daftar link
KPAI mengaku kebijakan pembelajaran jarak jauh (PJJ) yang dijalankan selama pandemi Covid-19 menjadi pemicu siswa berhenti sekolah. https://t.co/2Zkm9Dk4zC,Negatif,KPAI mengaku kebijakan pembelajaran jarak jauh PJJ yang dijalankan selama pandemi Covid menjadi pemicu siswa berhenti sekolah,kpai mengaku kebijakan pembelajaran jarak jauh pjj yang dijalankan selama pandemi covid menjadi pemicu siswa berhenti sekolah,"['kpai', 'mengaku', 'kebijakan', 'pembelajaran', 'jarak', 'jauh', 'pjj', 'yang', 'dijalankan', 'selama', 'pandemi', 'covid', 'menjadi', 'pemicu', 'siswa', 'berhenti', 'sekolah']","['kpai', 'mengaku', 'kebijakan', 'pembelajaran', 'jarak', 'jauh', 'pjj', 'yang', 'dijalankan', 'selama', 'pandemi', 'covid', 'menjadi', 'pemicu', 'siswa', 'berhenti', 'sekolah']","['kpai', 'mengaku', 'kebijakan', 'pembelajaran', 'jarak', 'pjj', 'dijalankan', 'pandemi', 'covid', 'pemicu', 'siswa', 'berhenti', 'sekolah']",kpai aku bijak ajar jarak pjj jalan pandemi covid picu siswa henti sekolah
"dari pembelajaran jarak jauh yang saya dapatkan hanyalah encok, terimakasih",Negatif,dari pembelajaran jarak jauh yang saya dapatkan hanyalah encok terimakasih,dari pembelajaran jarak jauh yang saya dapatkan hanyalah encok terimakasih,"['dari', 'pembelajaran', 'jarak', 'jauh', 'yang', 'saya', 'dapatkan', 'hanyalah', 'encok', 'terimakasih']","['dari', 'pembelajaran', 'jarak', 'jauh', 'yang', 'saya', 'dapatkan', 'hanyalah', 'encok', 'terima', 'kasih']","['pembelajaran', 'jarak', 'dapatkan', 'encok', 'terima', 'kasih']",ajar jarak dapat encok terima kasih
KPAI menilai pandemi Covid-19 dan pembelajaran jarak jauh memicu peningkatan angka putus sekolah dan perkawinan anak. #TempoNasional https://t.co/l8AvIielPt,Negatif,KPAI menilai pandemi Covid dan pembelajaran jarak jauh memicu peningkatan angka putus sekolah dan perkawinan anak,kpai menilai pandemi covid dan pembelajaran jarak jauh memicu peningkatan angka putus sekolah dan perkawinan anak,"['kpai', 'menilai', 'pandemi', 'covid', 'dan', 'pembelajaran', 'jarak', 'jauh', 'memicu', 'peningkatan', 'angka', 'putus', 'sekolah', 'dan', 'perkawinan', 'anak']","['kpai', 'menilai', 'pandemi', 'covid', 'dan', 'pembelajaran', 'jarak', 'jauh', 'memicu', 'peningkatan', 'angka', 'putus', 'sekolah', 'dan', 'perkawinan', 'anak']","['kpai', 'menilai', 'pandemi', 'covid', 'pembelajaran', 'jarak', 'memicu', 'peningkatan', 'angka', 'putus', 'sekolah', 'perkawinan', 'anak']",kpai nilai pandemi covid ajar jarak picu tingkat angka putus sekolah kawin anak
"""aplikasi whatsapp bermanfaat dalam pembelajaran jarak jauh""

menurut kalian pro dan kontranya aapa aja? sch!

✄・・・
🤔 Trivia: Rumus mencari suku N baris aritmatika Un= a+(n-1)b",Negatif,aplikasi whatsapp bermanfaat dalam pembelajaran jarak jauh menurut kalian pro dan kontranya aapa aja sch Trivia Rumus mencari suku  baris aritmatika Un anb,aplikasi whatsapp bermanfaat dalam pembelajaran jarak jauh menurut kalian pro dan kontranya aapa aja sch trivia rumus mencari suku  baris aritmatika un anb,"['aplikasi', 'whatsapp', 'bermanfaat', 'dalam', 'pembelajaran', 'jarak', 'jauh', 'menurut', 'kalian', 'pro', 'dan', 'kontranya', 'aapa', 'aja', 'sch', 'trivia', 'rumus', 'mencari', 'suku', 'baris', 'aritmatika', 'un', 'anb']","['aplikasi', 'whatsapp', 'bermanfaat', 'dalam', 'pembelajaran', 'jarak', 'jauh', 'menurut', 'kalian', 'pro', 'dan', 'kontranya', 'aapa', 'saja', 'sch', 'trivia', 'rumus', 'mencari', 'suku', 'baris', 'aritmatika', 'un', 'anb']","['aplikasi', 'whatsapp', 'bermanfaat', 'pembelajaran', 'jarak', 'pro', 'kontranya', 'aapa', 'sch', 'trivia', 'rumus', 'mencari', 'suku', 'baris', 'aritmatika', 'un', 'anb']",aplikasi whatsapp manfaat ajar jarak pro kontra aapa sch trivia rumus cari suku baris aritmatika un anb
Temuan KPAI: Pembelajaran Jarak Jauh Picu Pergaulan Bebas dan Pernikahan Anak https://t.co/MGH9dyN6JA,Negatif,Temuan KPAI Pembelajaran Jarak Jauh Picu Pergaulan Bebas dan Pernikahan Anak,temuan kpai pembelajaran jarak jauh picu pergaulan bebas dan pernikahan anak,"['temuan', 'kpai', 'pembelajaran', 'jarak', 'jauh', 'picu', 'pergaulan', 'bebas', 'dan', 'pernikahan', 'anak']","['temuan', 'kpai', 'pembelajaran', 'jarak', 'jauh', 'picu', 'pergaulan', 'bebas', 'dan', 'pernikahan', 'anak']","['temuan', 'kpai', 'pembelajaran', 'jarak', 'picu', 'pergaulan', 'bebas', 'pernikahan', 'anak']",temu kpai ajar jarak picu gaul bebas nikah anak
KPAI menemukan fakta bahwa Pembelajaran Jarak Jauh (PJJ) memicu sejumlah anak putus sekolah dan menikah dini.#kumparanNEWS https://t.co/b4Wb8vCUN0,Negatif,KPAI menemukan fakta bahwa Pembelajaran Jarak Jauh PJJ memicu sejumlah anak putus sekolah dan menikah dini,kpai menemukan fakta bahwa pembelajaran jarak jauh pjj memicu sejumlah anak putus sekolah dan menikah dini,"['kpai', 'menemukan', 'fakta', 'bahwa', 'pembelajaran', 'jarak', 'jauh', 'pjj', 'memicu', 'sejumlah', 'anak', 'putus', 'sekolah', 'dan', 'menikah', 'dini']","['kpai', 'menemukan', 'fakta', 'bahwa', 'pembelajaran', 'jarak', 'jauh', 'pjj', 'memicu', 'sejumlah', 'anak', 'putus', 'sekolah', 'dan', 'menikah', 'dini']","['kpai', 'menemukan', 'fakta', 'pembelajaran', 'jarak', 'pjj', 'memicu', 'anak', 'putus', 'sekolah', 'menikah']",kpai temu fakta ajar jarak pjj picu anak putus sekolah meni
"MOSI :
aplikasi whatsapp bermanfaat dalam pembelajaran jarak jauh

mari drop pro dan kontranya

tanyarl",Negatif,MOSI aplikasi whatsapp bermanfaat dalam pembelajaran jarak jauh mari drop pro dan kontranya tanyarl,mosi aplikasi whatsapp bermanfaat dalam pembelajaran jarak jauh mari drop pro dan kontranya tanyarl,"['mosi', 'aplikasi', 'whatsapp', 'bermanfaat', 'dalam', 'pembelajaran', 'jarak', 'jauh', 'mari', 'drop', 'pro', 'dan', 'kontranya', 'tanyarl']","['mosi', 'aplikasi', 'whatsapp', 'bermanfaat', 'dalam', 'pembelajaran', 'jarak', 'jauh', 'mari', 'drop', 'pro', 'dan', 'kontranya', 'tanyarl']","['mosi', 'aplikasi', 'whatsapp', 'bermanfaat', 'pembelajaran', 'jarak', 'mari', 'drop', 'pro', 'kontranya', 'tanyarl']",mosi aplikasi whatsapp manfaat ajar jarak mari drop pro kontra tanyarl
"@tanyainrl Yang paling penting itu dari murid sendiri sih, kondisi dan situasinya mengikuti pembelajaran jarak jauh, gak ada hubungannya antara whatsapp berguna atau tidak",Negatif,Yang paling penting itu dari murid sendiri sih kondisi dan situasinya mengikuti pembelajaran jarak jauh gak ada hubungannya antara whatsapp berguna atau tidak,yang paling penting itu dari murid sendiri sih kondisi dan situasinya mengikuti pembelajaran jarak jauh gak ada hubungannya antara whatsapp berguna atau tidak,"['yang', 'paling', 'penting', 'itu', 'dari', 'murid', 'sendiri', 'sih', 'kondisi', 'dan', 'situasinya', 'mengikuti', 'pembelajaran', 'jarak', 'jauh', 'gak', 'ada', 'hubungannya', 'antara', 'whatsapp', 'berguna', 'atau', 'tidak']","['yang', 'paling', 'penting', 'itu', 'dari', 'murid', 'sendiri', 'sih', 'kondisi', 'dan', 'situasinya', 'mengikuti', 'pembelajaran', 'jarak', 'jauh', 'tidak', 'ada', 'hubungannya', 'antara', 'whatsapp', 'berguna', 'atau', 'tidak']","['murid', 'kondisi', 'situasinya', 'mengikuti', 'pembelajaran', 'jarak', 'hubungannya', 'whatsapp', 'berguna']",murid kondisi situasi ikut ajar jarak hubung whatsapp guna
"@tanyainrl pro : wassap dapat digunakan untuk membuat grupchat pembelajaran jarak jauh antara guru dan murid

kontra : mungkin tidak semua siswa/i memiliki aplikasi wassap serta kuota &amp; jaringan yang bagus setiap saat",Positif,pro wassap dapat digunakan untuk membuat grupchat pembelajaran jarak jauh antara guru dan murid kontra mungkin tidak semua siswai memiliki aplikasi wassap serta kuota amp jaringan yang bagus setiap saat,pro wassap dapat digunakan untuk membuat grupchat pembelajaran jarak jauh antara guru dan murid kontra mungkin tidak semua siswai memiliki aplikasi wassap serta kuota amp jaringan yang bagus setiap saat,"['pro', 'wassap', 'dapat', 'digunakan', 'untuk', 'membuat', 'grupchat', 'pembelajaran', 'jarak', 'jauh', 'antara', 'guru', 'dan', 'murid', 'kontra', 'mungkin', 'tidak', 'semua', 'siswai', 'memiliki', 'aplikasi', 'wassap', 'serta', 'kuota', 'amp', 'jaringan', 'yang', 'bagus', 'setiap', 'saat']","['pro', 'wassap', 'dapat', 'digunakan', 'untuk', 'membuat', 'grupchat', 'pembelajaran', 'jarak', 'jauh', 'antara', 'guru', 'dan', 'murid', 'kontra', 'mungkin', 'tidak', 'semua', 'siswai', 'memiliki', 'aplikasi', 'wassap', 'serta', 'kuota', 'amp', 'jaringan', 'yang', 'bagus', 'setiap', 'saat']","['pro', 'wassap', 'grupchat', 'pembelajaran', 'jarak', 'guru', 'murid', 'kontra', 'siswai', 'memiliki', 'aplikasi', 'wassap', 'kuota', 'jaringan', 'bagus']",pro wassap grupchat ajar jarak guru murid kontra siswa milik aplikasi wassap kuota jaring bagus
"MOSI :
aplikasi whatsapp bermanfaat dalam pembelajaran jarak jauh

mari drop pro dan kontranya

tanya2rl",Positif,MOSI aplikasi whatsapp bermanfaat dalam pembelajaran jarak jauh mari drop pro dan kontranya tanyarl,mosi aplikasi whatsapp bermanfaat dalam pembelajaran jarak jauh mari drop pro dan kontranya tanyarl,"['mosi', 'aplikasi', 'whatsapp', 'bermanfaat', 'dalam', 'pembelajaran', 'jarak', 'jauh', 'mari', 'drop', 'pro', 'dan', 'kontranya', 'tanyarl']","['mosi', 'aplikasi', 'whatsapp', 'bermanfaat', 'dalam', 'pembelajaran', 'jarak', 'jauh', 'mari', 'drop', 'pro', 'dan', 'kontranya', 'tanyarl']","['mosi', 'aplikasi', 'whatsapp', 'bermanfaat', 'pembelajaran', 'jarak', 'mari', 'drop', 'pro', 'kontranya', 'tanyarl']",mosi aplikasi whatsapp manfaat ajar jarak mari drop pro kontra tanyarl
"17 Bulan Berjalan: KORPRI DAY
""Selamat pagi menjelang siang, semangat ngajar jarak jauh (PJJ/ Pembelajaran Jarak Jauh)."" 

Tetap masuk kelas walau kosong, mereka belajar di rumah lewat Microsoft Office Teams 365.

Quote:
Menghadiahkan PUJIAN adalah awal investasi KEBAHAGIAAN. https://t.co/J7CpLOLGnG",Positif,Bulan Berjalan KORPRI DAY Selamat pagi menjelang siang semangat ngajar jarak jauh PJJ Pembelajaran Jarak Jauh Tetap masuk kelas walau kosong mereka belajar di rumah lewat Microsoft Office Teams Quote Menghadiahkan PUJIAN adalah awal investasi KEBAHAGIAAN,bulan berjalan korpri day selamat pagi menjelang siang semangat ngajar jarak jauh pjj pembelajaran jarak jauh tetap masuk kelas walau kosong mereka belajar di rumah lewat microsoft office teams quote menghadiahkan pujian adalah awal investasi kebahagiaan,"['bulan', 'berjalan', 'korpri', 'day', 'selamat', 'pagi', 'menjelang', 'siang', 'semangat', 'ngajar', 'jarak', 'jauh', 'pjj', 'pembelajaran', 'jarak', 'jauh', 'tetap', 'masuk', 'kelas', 'walau', 'kosong', 'mereka', 'belajar', 'di', 'rumah', 'lewat', 'microsoft', 'office', 'teams', 'quote', 'menghadiahkan', 'pujian', 'adalah', 'awal', 'investasi', 'kebahagiaan']","['bulan', 'berjalan', 'korpri', 'day', 'selamat', 'pagi', 'menjelang', 'siang', 'semangat', 'ajar', 'jarak', 'jauh', 'pjj', 'pembelajaran', 'jarak', 'jauh', 'tetap', 'masuk', 'kelas', 'walau', 'kosong', 'mereka', 'belajar', 'di', 'rumah', 'lewat', 'microsoft', 'office', 'teams', 'quote', 'menghadiahkan', 'pujian', 'adalah', 'awal', 'investasi', 'kebahagiaan']","['berjalan', 'korpri', 'day', 'selamat', 'pagi', 'menjelang', 'siang', 'semangat', 'ajar', 'jarak', 'pjj', 'pembelajaran', 'jarak', 'masuk', 'kelas', 'kosong', 'belajar', 'rumah', 'microsoft', 'office', 'teams', 'quote', 'menghadiahkan', 'pujian', 'investasi', 'kebahagiaan']",jalan korpri day selamat pagi jelang siang semangat ajar jarak pjj ajar jarak masuk kelas kosong ajar rumah microsoft office teams quote hadiah puji investasi bahagia
Pindad Serahkan Bantuan TV Satelit Untuk Dukung Pembelajaran Jarak Jauh https://t.co/TfZ35u7xNp,Negatif,Pindad Serahkan Bantuan TV Satelit Untuk Dukung Pembelajaran Jarak Jauh,pindad serahkan bantuan tv satelit untuk dukung pembelajaran jarak jauh,"['pindad', 'serahkan', 'bantuan', 'tv', 'satelit', 'untuk', 'dukung', 'pembelajaran', 'jarak', 'jauh']","['pindad', 'serahkan', 'bantuan', 'tv', 'satelit', 'untuk', 'dukung', 'pembelajaran', 'jarak', 'jauh']","['pindad', 'serahkan', 'bantuan', 'tv', 'satelit', 'dukung', 'pembelajaran', 'jarak']",pindad serah bantu tv satelit dukung ajar jarak
"GA USAH BANGGA DULU KALO BARU DI LEVEL ""PUNYA IDE KEREN"" 

KARENA JARAK ANTARA IDE DENGAN EKSEKUSI ITU JAUH BANGET

EKSEKUSI DENGAN  KEBERHASILAN ITU LEBIH JAUH LAGI

*2 tahun lalu dapat pembelajaran ini, jadi wujudkan idemu biar ga jadi sampah",Negatif,GA USAH BANGGA DULU KALO BARU DI LEVEL PUNYA IDE KEREN KARENA JARAK ANTARA IDE DENGAN EKSEKUSI ITU JAUH BANGET EKSEKUSI DENGAN KEBERHASILAN ITU LEBIH JAUH LAGI tahun lalu dapat pembelajaran ini jadi wujudkan idemu biar ga jadi sampah,ga usah bangga dulu kalo baru di level punya ide keren karena jarak antara ide dengan eksekusi itu jauh banget eksekusi dengan keberhasilan itu lebih jauh lagi tahun lalu dapat pembelajaran ini jadi wujudkan idemu biar ga jadi sampah,"['ga', 'usah', 'bangga', 'dulu', 'kalo', 'baru', 'di', 'level', 'punya', 'ide', 'keren', 'karena', 'jarak', 'antara', 'ide', 'dengan', 'eksekusi', 'itu', 'jauh', 'banget', 'eksekusi', 'dengan', 'keberhasilan', 'itu', 'lebih', 'jauh', 'lagi', 'tahun', 'lalu', 'dapat', 'pembelajaran', 'ini', 'jadi', 'wujudkan', 'idemu', 'biar', 'ga', 'jadi', 'sampah']","['tidak', 'usah', 'bangga', 'dulu', 'kalau', 'baru', 'di', 'level', 'punya', 'ide', 'keren', 'karena', 'jarak', 'antara', 'ide', 'dengan', 'eksekusi', 'itu', 'jauh', 'sekali', 'eksekusi', 'dengan', 'keberhasilan', 'itu', 'lebih', 'jauh', 'lagi', 'tahun', 'lalu', 'dapat', 'pembelajaran', 'ini', 'jadi', 'wujudkan', 'idemu', 'biar', 'tidak', 'jadi', 'sampah']","['bangga', 'level', 'ide', 'keren', 'jarak', 'ide', 'eksekusi', 'eksekusi', 'keberhasilan', 'pembelajaran', 'wujudkan', 'idemu', 'sampah']",bangga level ide keren jarak ide eksekusi eksekusi hasil ajar wujud ide sampah
"DPRD Kalteng Harapkan Orangtua Maksimal Pantau Aktivitas Anak Mengikuti Pembelajaran Jarak Jauh

https://t.co/zktHVX18n5",Positif,DPRD Kalteng Harapkan Orangtua Maksimal Pantau Aktivitas Anak Mengikuti Pembelajaran Jarak Jauh,dprd kalteng harapkan orangtua maksimal pantau aktivitas anak mengikuti pembelajaran jarak jauh,"['dprd', 'kalteng', 'harapkan', 'orangtua', 'maksimal', 'pantau', 'aktivitas', 'anak', 'mengikuti', 'pembelajaran', 'jarak', 'jauh']","['dprd', 'kalteng', 'harapkan', 'orangtua', 'maksimal', 'pantau', 'aktivitas', 'anak', 'mengikuti', 'pembelajaran', 'jarak', 'jauh']","['dprd', 'kalteng', 'harapkan', 'orangtua', 'maksimal', 'pantau', 'aktivitas', 'anak', 'mengikuti', 'pembelajaran', 'jarak']",dprd kalteng harap orangtua maksimal pantau aktivitas anak ikut ajar jarak
"RT @bukik: Meski demikian, penting dipahami bahwa Pembelajaran Jarak Jauh tidak selalu berarti pembelajaran daring/online. Satu dari 6 miskonsepsi pembelajaran jarak jauh. Miskonsepsi paling parah sih 

Sumber: #SekolahLawanCorona @KampusGuruCikal @guru_belajar https://t.co/cmljulNyoD",Negatif,RT Meski demikian penting dipahami bahwa Pembelajaran Jarak Jauh tidak selalu berarti pembelajaran daringonline Satu dari miskonsepsi pembelajaran jarak jauh Miskonsepsi paling parah sih Sumber belajar,rt meski demikian penting dipahami bahwa pembelajaran jarak jauh tidak selalu berarti pembelajaran daringonline satu dari miskonsepsi pembelajaran jarak jauh miskonsepsi paling parah sih sumber belajar,"['rt', 'meski', 'demikian', 'penting', 'dipahami', 'bahwa', 'pembelajaran', 'jarak', 'jauh', 'tidak', 'selalu', 'berarti', 'pembelajaran', 'daringonline', 'satu', 'dari', 'miskonsepsi', 'pembelajaran', 'jarak', 'jauh', 'miskonsepsi', 'paling', 'parah', 'sih', 'sumber', 'belajar']","['rt', 'meski', 'demikian', 'penting', 'dipahami', 'bahwa', 'pembelajaran', 'jarak', 'jauh', 'tidak', 'selalu', 'berarti', 'pembelajaran', 'daringonline', 'satu', 'dari', 'miskonsepsi', 'pembelajaran', 'jarak', 'jauh', 'miskonsepsi', 'paling', 'parah', 'sih', 'sumber', 'belajar']","['dipahami', 'pembelajaran', 'jarak', 'pembelajaran', 'daringonline', 'miskonsepsi', 'pembelajaran', 'jarak', 'miskonsepsi', 'parah', 'sumber', 'belajar']",paham ajar jarak ajar daringonline miskonsepsi ajar jarak miskonsepsi parah sumber ajar
"Gaes, yang overwhelmed sama tugas kuliah semenjak pembelajaran jarak jauh yuk pada follow @jokitugasfess. Lumayan banget meringankan beban perkuliahan kamu!",Positif,Gaes yang overwhelmed sama tugas kuliah semenjak pembelajaran jarak jauh yuk pada follow Lumayan banget meringankan beban perkuliahan kamu,gaes yang overwhelmed sama tugas kuliah semenjak pembelajaran jarak jauh yuk pada follow lumayan banget meringankan beban perkuliahan kamu,"['gaes', 'yang', 'overwhelmed', 'sama', 'tugas', 'kuliah', 'semenjak', 'pembelajaran', 'jarak', 'jauh', 'yuk', 'pada', 'follow', 'lumayan', 'banget', 'meringankan', 'beban', 'perkuliahan', 'kamu']","['gaes', 'yang', 'overwhelmed', 'sama', 'tugas', 'kuliah', 'semenjak', 'pembelajaran', 'jarak', 'jauh', 'yuk', 'pada', 'follow', 'lumayan', 'sekali', 'meringankan', 'beban', 'perkuliahan', 'kamu']","['overwhelmed', 'tugas', 'kuliah', 'semenjak', 'pembelajaran', 'jarak', 'yuk', 'follow', 'lumayan', 'meringankan', 'beban', 'perkuliahan']",overwhelmed tugas kuliah semenjak ajar jarak yuk follow lumayan ringan beban kuliah
"RT @BrsdmT: Rapat Koordinasi Ujian Akhir, Koordinasi PKL semester IV dan Praktek Laut serta Koordinasi Kegiatan Pembelajaran Jarak Jauh (Daring).
@sjariefwidjaja @bsuprakto @brsdm_kp @Pusdik_KP @Maskurikkp1 @Rochmat92348955 @HenryIskandar2 @KurniaAnjang https://t.co/An5sYcR3Gv",Negatif,RT Rapat Koordinasi Ujian Akhir Koordinasi PKL semester IV dan Praktek Laut serta Koordinasi Kegiatan Pembelajaran Jarak Jauh Daring kp KP,rt rapat koordinasi ujian akhir koordinasi pkl semester iv dan praktek laut serta koordinasi kegiatan pembelajaran jarak jauh daring kp kp,"['rt', 'rapat', 'koordinasi', 'ujian', 'akhir', 'koordinasi', 'pkl', 'semester', 'iv', 'dan', 'praktek', 'laut', 'serta', 'koordinasi', 'kegiatan', 'pembelajaran', 'jarak', 'jauh', 'daring', 'kp', 'kp']","['rt', 'rapat', 'koordinasi', 'ujian', 'akhir', 'koordinasi', 'pkl', 'semester', 'iv', 'dan', 'praktik', 'laut', 'serta', 'koordinasi', 'kegiatan', 'pembelajaran', 'jarak', 'jauh', 'daring', 'kampung', 'kampung']","['rapat', 'koordinasi', 'ujian', 'koordinasi', 'pkl', 'semester', 'iv', 'praktik', 'laut', 'koordinasi', 'kegiatan', 'pembelajaran', 'jarak', 'daring', 'kampung', 'kampung']",rapat koordinasi uji koordinasi pkl semester iv praktik laut koordinasi giat ajar jarak daring kampung kampung
Bantuan pendidikan TV satelit di berikan kepada 15 RW di lingkungan Kelurahan Sukapura khususnya untuk mendukung Pembelajaran Jarak Jauh (PJJ) siswa SD &amp; SMP dlm pandemi Covid-19. Kegiatan hari ini merupakan satu contoh kegiatan pembelajaran daring di kantor RW. 05,Negatif,Bantuan pendidikan TV satelit di berikan kepada RW di lingkungan Kelurahan Sukapura khususnya untuk mendukung Pembelajaran Jarak Jauh PJJ siswa SD amp SMP dlm pandemi Covid Kegiatan hari ini merupakan satu contoh kegiatan pembelajaran daring di kantor RW,bantuan pendidikan tv satelit di berikan kepada rw di lingkungan kelurahan sukapura khususnya untuk mendukung pembelajaran jarak jauh pjj siswa sd amp smp dlm pandemi covid kegiatan hari ini merupakan satu contoh kegiatan pembelajaran daring di kantor rw,"['bantuan', 'pendidikan', 'tv', 'satelit', 'di', 'berikan', 'kepada', 'rw', 'di', 'lingkungan', 'kelurahan', 'sukapura', 'khususnya', 'untuk', 'mendukung', 'pembelajaran', 'jarak', 'jauh', 'pjj', 'siswa', 'sd', 'amp', 'smp', 'dlm', 'pandemi', 'covid', 'kegiatan', 'hari', 'ini', 'merupakan', 'satu', 'contoh', 'kegiatan', 'pembelajaran', 'daring', 'di', 'kantor', 'rw']","['bantuan', 'pendidikan', 'tv', 'satelit', 'di', 'berikan', 'kepada', 'rw', 'di', 'lingkungan', 'kelurahan', 'sukapura', 'khususnya', 'untuk', 'mendukung', 'pembelajaran', 'jarak', 'jauh', 'pjj', 'siswa', 'sd', 'amp', 'smp', 'dalam', 'pandemi', 'covid', 'kegiatan', 'hari', 'ini', 'merupakan', 'satu', 'contoh', 'kegiatan', 'pembelajaran', 'daring', 'di', 'kantor', 'rw']","['bantuan', 'pendidikan', 'tv', 'satelit', 'rw', 'lingkungan', 'kelurahan', 'sukapura', 'mendukung', 'pembelajaran', 'jarak', 'pjj', 'siswa', 'sd', 'smp', 'pandemi', 'covid', 'kegiatan', 'contoh', 'kegiatan', 'pembelajaran', 'daring', 'kantor', 'rw']",bantu didik tv satelit rw lingkung lurah sukapura dukung ajar jarak pjj siswa sd smp pandemi covid giat contoh giat ajar daring kantor rw
Pembelajaran jarak jauh memberikan tantangan baru dalam proses belajar.  https://t.co/YGmpFGhDVe,Positif,Pembelajaran jarak jauh memberikan tantangan baru dalam proses belajar,pembelajaran jarak jauh memberikan tantangan baru dalam proses belajar,"['pembelajaran', 'jarak', 'jauh', 'memberikan', 'tantangan', 'baru', 'dalam', 'proses', 'belajar']","['pembelajaran', 'jarak', 'jauh', 'memberikan', 'tantangan', 'baru', 'dalam', 'proses', 'belajar']","['pembelajaran', 'jarak', 'tantangan', 'proses', 'belajar']",ajar jarak tantang proses ajar
@subschfess pengaruh pembelajaran jarak jauh pada masa pandemi covid-19 terhadap psikologis siswa sma,Negatif,pengaruh pembelajaran jarak jauh pada masa pandemi covid terhadap psikologis siswa sma,pengaruh pembelajaran jarak jauh pada masa pandemi covid terhadap psikologis siswa sma,"['pengaruh', 'pembelajaran', 'jarak', 'jauh', 'pada', 'masa', 'pandemi', 'covid', 'terhadap', 'psikologis', 'siswa', 'sma']","['pengaruh', 'pembelajaran', 'jarak', 'jauh', 'pada', 'masa', 'pandemi', 'covid', 'terhadap', 'psikologis', 'siswa', 'sma']","['pengaruh', 'pembelajaran', 'jarak', 'pandemi', 'covid', 'psikologis', 'siswa', 'sma']",pengaruh ajar jarak pandemi covid psikologis siswa sma
